gCSD16_DEN_10	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gCSD16_NYC_18	NA	NODE_5470_length_1331_cov_6.479624	69	911	-	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.00	100.00	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_18	NA	NODE_6858_length_1172_cov_2.438675	311	1171	-	blaL2	L2 family extended-spectrum class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTX	287	304	94.41	96.17	287	WP_063842700.1	L2 family extended-spectrum class A beta-lactamase	NA	NA
gCSD16_NYC_18	NA	NODE_79674_length_410_cov_2.115493	1	408	-	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	136	243	55.97	100.00	136	WP_000810833.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	NA	NA
gCSD16_NYC_18	NA	NODE_86562_length_400_cov_1.542029	1	399	-	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	133	176	75.57	98.50	133	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_18	NA	NODE_928_length_5170_cov_4.111046	123	908	+	ant(3'')-IIb	aminoglycoside nucleotidyltransferase ANT(3'')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	BLASTX	262	263	99.62	93.13	262	WP_004773276.1	aminoglycoside nucleotidyltransferase ANT(3'')-IIb	NA	NA
gCSD16_NYC_18	NA	NODE_963_length_5014_cov_3.935471	3829	4662	-	blaOXA	OXA-294 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	278	278	100.00	96.76	278	WP_004776204.1	class D beta-lactamase OXA-294	NA	NA
gCSD16_NYC_19	NA	NODE_1021_length_1892_cov_5.155689	872	1768	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_19	NA	NODE_11669_length_684_cov_2.820350	2	682	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	227	279	81.36	99.56	227	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD16_NYC_19	NA	NODE_11871_length_680_cov_14.606400	305	625	+	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_19	NA	NODE_1218_length_1714_cov_3.083785	2	757	+	tet(K)	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	252	459	54.90	100.00	252	WP_000492283.1	tetracycline efflux MFS transporter Tet(K)	NA	NA
gCSD16_NYC_19	NA	NODE_14763_length_634_cov_2.967185	42	632	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	197	271	72.69	100.00	197	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD16_NYC_19	NA	NODE_1641_length_1453_cov_4.184549	1	915	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDX	305	405	75.31	100.00	305	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
gCSD16_NYC_19	NA	NODE_16711_length_609_cov_4.736462	78	560	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	161	161	100.00	99.38	161	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
gCSD16_NYC_19	NA	NODE_19936_length_576_cov_1.552783	1	576	+	erm(36)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	192	281	68.33	100.00	192	WP_015345217.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(36)	NA	NA
gCSD16_NYC_19	NA	NODE_20942_length_567_cov_3.056641	178	567	+	aadD1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN/TOBRAMYCIN	PARTIAL_CONTIG_ENDX	130	256	50.78	100.00	130	WP_001795128.1	aminoglycoside O-nucleotidyltransferase ANT(4')-Ia	NA	NA
gCSD16_NYC_19	NA	NODE_265885_length_287_cov_2.784483	58	285	+	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	PARTIAL_CONTIG_ENDX	76	134	56.72	97.37	76	WP_001242578.1	bleomycin binding protein	NA	NA
gCSD16_NYC_19	NA	NODE_3747_length_1019_cov_4.109959	3	1019	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDX	339	487	69.61	98.82	339	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
gCSD16_NYC_19	NA	NODE_423_length_3645_cov_9.582173	1027	2568	-	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	514	514	100.00	100.00	514	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
gCSD16_NYC_19	NA	NODE_4372_length_962_cov_4.431092	172	903	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	244	244	100.00	100.00	244	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_19	NA	NODE_445638_length_264_cov_1.956938	52	264	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	71	115	61.74	100.00	71	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD16_NYC_19	NA	NODE_521260_length_259_cov_0.867647	1	258	-	fosB	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	86	142	60.56	96.51	86	WP_002467687.1	FosB family fosfomycin resistance bacillithiol transferase	NA	NA
gCSD16_NYC_19	NA	NODE_5315_length_894_cov_6.523242	1	894	-	blaR1	beta-lactam sensor/signal transducer BlaR1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	298	585	50.94	99.33	298	WP_001096386.1	beta-lactam sensor/signal transducer BlaR1	NA	NA
gCSD16_NYC_19	NA	NODE_570_length_2875_cov_6.325532	165	1016	-	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	284	284	100.00	98.94	284	WP_011117480.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD16_NYC_19	NA	NODE_586997_length_254_cov_0.964824	1	252	+	fosA	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	84	139	60.43	100.00	84	WP_004146118.1	FosA5 family fosfomycin resistance glutathione transferase	NA	NA
gCSD16_NYC_19	NA	NODE_5977_length_858_cov_1.975093	36	857	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	274	278	98.56	99.64	274	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD16_NYC_19	NA	NODE_652_length_2599_cov_4.460299	906	2471	+	vga(A)-LC	ABC-F type ribosomal protection protein Vga(A)-LC	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	ALLELEX	522	522	100.00	100.00	522	WP_002449123.1	ABC-F type ribosomal protection protein Vga(A)-LC	NA	NA
gCSD16_NYC_19	NA	NODE_8383_length_764_cov_3.578279	248	625	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_19	NA	NODE_899_length_2025_cov_5.998477	909	1751	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	281	281	100.00	100.00	281	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_19	NA	NODE_948_length_1968_cov_8.400418	473	1936	+	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	488	488	100.00	99.39	488	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
gCSD16_NYC_2	NA	NODE_14201_length_649_cov_4.420875	440	649	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	70	107	65.42	100.00	70	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_2	NA	NODE_15815_length_597_cov_1.577491	137	514	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_2	NA	NODE_16640_length_575_cov_1.825000	2	538	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	179	299	59.87	99.44	179	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_2	NA	NODE_35864_length_386_cov_1.441088	2	385	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	128	244	52.46	99.22	128	WP_001003263.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_2	NA	NODE_40184_length_371_cov_0.911392	3	371	+	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	123	244	50.41	97.56	123	WP_001003260.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_2	NA	NODE_41363_length_367_cov_1.230769	1	366	-	bleO	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	BLASTX	122	134	91.04	100.00	122	WP_001242578.1	bleomycin binding protein	NA	NA
gCSD16_NYC_2	NA	NODE_7845_length_1062_cov_1.875869	3	989	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	PARTIAL_CONTIG_ENDX	329	487	67.56	100.00	329	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
gCSD16_NYC_20	NA	NODE_11451_length_1058_cov_3.107677	1	915	-	msr(A)	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	305	488	62.50	100.00	305	WP_000438874.1	ABC-F type ribosomal protection protein Msr(A)	NA	NA
gCSD16_NYC_20	NA	NODE_11836_length_1037_cov_36.289206	2	817	-	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	272	279	97.49	100.00	272	WP_039902635.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-646	NA	NA
gCSD16_NYC_20	NA	NODE_1296_length_4044_cov_15.559539	2683	3192	-	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	170	176	96.59	90.00	170	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_20	NA	NODE_13116_length_975_cov_2.929348	677	973	-	dfrA40	trimethoprim-resistant dihydrofolate reductase DfrA40	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	99	170	58.24	98.99	99	WP_034702334.1	trimethoprim-resistant dihydrofolate reductase DfrA40	NA	NA
gCSD16_NYC_20	NA	NODE_13539_length_957_cov_1.745011	2	955	+	vga(A)	ABC-F type ribosomal protection protein Vga(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	PARTIAL_CONTIG_ENDX	318	522	60.92	100.00	318	WP_002449123.1	ABC-F type ribosomal protection protein Vga(A)-LC	NA	NA
gCSD16_NYC_20	NA	NODE_1388141_length_213_cov_1.215190	1	198	+	bcrB	quaternary ammonium compound efflux SMR transporter BcrB	core	STRESS	BIOCIDE	BACITRACIN	BACITRACIN	PARTIAL_CONTIG_ENDX	66	105	62.86	98.48	66	WP_003725293.1	quaternary ammonium compound efflux SMR transporter BcrB	NA	NA
gCSD16_NYC_20	NA	NODE_1439_length_3816_cov_10.776389	3148	3630	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	161	161	100.00	100.00	161	WP_001829870.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
gCSD16_NYC_20	NA	NODE_14556_length_918_cov_2.150637	1	684	+	blaZ	penicillin-hydrolyzing class A beta-lactamase BlaZ	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	228	281	81.14	98.68	228	WP_000733274.1	penicillin-hydrolyzing class A beta-lactamase BlaZ	NA	NA
gCSD16_NYC_20	NA	NODE_172912_length_339_cov_1.352113	1	273	-	dfrA41	trimethoprim-resistant dihydrofolate reductase DfrA41	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	91	170	53.53	100.00	91	WP_004729503.1	trimethoprim-resistant dihydrofolate reductase DfrA41	NA	NA
gCSD16_NYC_20	NA	NODE_18151_length_809_cov_7.177719	170	490	-	qacC	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	107	107	100.00	100.00	107	WP_001146389.1	quaternary ammonium compound efflux SMR transporter QacC	NA	NA
gCSD16_NYC_20	NA	NODE_18938_length_791_cov_1.339674	150	791	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	PARTIAL_CONTIG_ENDX	214	271	78.97	100.00	214	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
gCSD16_NYC_20	NA	NODE_194_length_10751_cov_5.261967	2585	3733	+	blaADC-130	extended-spectrum class C beta-lactamase ADC-130	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	383	383	100.00	100.00	383	WP_004886093.1	extended-spectrum class C beta-lactamase ADC-130	NA	NA
gCSD16_NYC_20	NA	NODE_196_length_10637_cov_59.535060	4923	5450	+	dfrA44	trimethoprim-resistant dihydrofolate reductase DfrA44	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	176	176	100.00	100.00	176	WP_204376220.1	trimethoprim-resistant dihydrofolate reductase DfrA44	NA	NA
gCSD16_NYC_20	NA	NODE_20591_length_756_cov_1.970043	2	754	+	erm(X)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	251	284	88.38	97.61	251	WP_063844894.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(X)	NA	NA
gCSD16_NYC_20	NA	NODE_2206_length_2970_cov_40.637393	1047	2519	-	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.00	100.00	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	NA	NA
gCSD16_NYC_20	NA	NODE_2206_length_2970_cov_40.637393	107	988	-	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_20	NA	NODE_23604_length_704_cov_1.721109	67	702	+	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	PARTIAL_CONTIG_ENDX	212	299	70.90	96.70	212	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_20	NA	NODE_236213_length_306_cov_1.693227	70	306	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	79	126	62.70	94.94	79	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_20	NA	NODE_263_length_9326_cov_82.424334	7874	8701	-	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	276	276	100.00	99.28	276	WP_048880934.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-360	NA	NA
gCSD16_NYC_20	NA	NODE_28963_length_636_cov_86.125645	3	635	-	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	211	276	76.45	96.68	211	WP_063862733.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-363	NA	NA
gCSD16_NYC_20	NA	NODE_35669_length_580_cov_1.340952	3	482	-	aadS	aminoglycoside 6-adenylyltransferase AadS	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	160	287	55.75	100.00	160	WP_003013318.1	aminoglycoside 6-adenylyltransferase AadS	NA	NA
gCSD16_NYC_20	NA	NODE_38780_length_559_cov_3.500000	2	271	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	PARTIAL_CONTIG_ENDX	90	165	54.55	100.00	90	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
gCSD16_NYC_20	NA	NODE_4044_length_2029_cov_20.554711	776	1960	+	tet(39)	tetracycline efflux MFS transporter Tet(39)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	395	395	100.00	100.00	395	WP_004856455.1	tetracycline efflux MFS transporter Tet(39)	NA	NA
gCSD16_NYC_20	NA	NODE_4655_length_1858_cov_2.960067	2	487	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIAL_CONTIG_ENDX	162	279	58.06	100.00	162	WP_000259032.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
gCSD16_NYC_20	NA	NODE_5156_length_1736_cov_12.383105	111	944	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
gCSD16_NYC_20	NA	NODE_5156_length_1736_cov_12.383105	947	1735	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	263	267	98.50	100.00	263	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
gCSD16_NYC_20	NA	NODE_6035_length_1575_cov_3.274342	558	1376	+	blaOXA	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	273	273	100.00	99.63	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NA	NA
gCSD16_NYC_20	NA	NODE_70456_length_447_cov_1.466837	1	447	-	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	149	274	54.38	100.00	149	WP_001021776.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-91	NA	NA
gCSD16_NYC_20	NA	NODE_7409_length_1386_cov_2.201352	1	1161	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	387	514	75.29	99.48	387	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
gCSD16_NYC_20	NA	NODE_77377_length_433_cov_46.843915	3	431	+	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	143	276	51.81	97.90	143	WP_063862733.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-363	NA	NA
gCSD16_NYC_20	NA	NODE_794_length_5310_cov_7.063939	4408	5220	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
gCSD16_NYC_20	NA	NODE_8041_length_1315_cov_3.648413	1102	1314	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIAL_CONTIG_ENDX	71	115	61.74	100.00	71	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
gCSD16_NYC_20	NA	NODE_8041_length_1315_cov_3.648413	147	935	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_032490336.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
gCSD16_NYC_20	NA	NODE_8606_length_1259_cov_150.256645	2	493	-	blaOXA	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	164	277	59.21	98.78	164	WP_168370988.1	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-915	NA	NA
gCSD16_NYC_21	NA	NODE_104210_length_433_cov_1.383598	3	359	+	fosB	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	PARTIAL_CONTIG_ENDX	119	139	85.61	93.28	119	WP_032488468.1	fosfomycin resistance bacillithiol transferase FosB	NA	NA
gCSD16_NYC_21	NA	NODE_10551_length_1457_cov_3.348787	96	992	-	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	299	299	100.00	100.00	299	WP_000196697.1	Mph(C) family macrolide 2'-phosphotransferase	NA	NA
gCSD16_NYC_21	NA	NODE_1115_length_6457_cov_18.282256	3767	4585	-	blaOXA-23	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_001046004.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23	NA	NA
gCSD16_NYC_21	NA	NODE_1228630_length_223_cov_1.142857	1	222	-	mecI	mecA-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	PARTIAL_CONTIG_ENDX	74	123	60.16	100.00	74	WP_000369214.1	mecA-type methicillin resistance repressor MecI	NA	NA
gCSD16_NYC_21	NA	NODE_12666_length_1292_cov_3.602264	301	1290	+	blaADC	ADC family extended-spectrum class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIAL_CONTIG_ENDX	330	383	86.16	97.88	330	WP_032005249.1	extended-spectrum class C beta-lactamase ADC-245	NA	NA
gCSD16_NYC_21	NA	NODE_16034_length_1118_cov_2.692380	154	531	-	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	126	126	100.00	99.21	126	WP_001284656.1	penicillinase repressor BlaI	NA	NA
gCSD16_NYC_21	NA	NODE_17255_length_1068_cov_2.933860	98	520	-	fosA8	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	141	141	100.00	97.87	141	WP_063277905.1	fosfomycin resistance glutathione transferase FosA8	NA	NA
gCSD16_NYC_21	NA	NODE_17755_length_1049_cov_3.476861	370	1047	-	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	MACROLIDE	MACROLIDE	BLASTX	226	244	92.62	100.00	226	WP_001003264.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NA	NA
gCSD16_NYC_21	NA	NODE_18808_length_1014_cov_76.184567	14	523	-	dfrA41	trimethoprim-resistant dihydrofolate reductase DfrA41	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	170	170	100.00	100.00	170	WP_004729503.1	trimethoprim-resistant dihydrofolate reductase DfrA41	NA	NA
gCSD16_NYC_21	NA	NODE_21011_length_948_cov_2.712206	177	947	+	blaRTG	RTG family carbenicillin-hydrolyzing class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIAL_CONTIG_ENDX	257	298	86.24	99.61	257	WP_015589625.1	RTG family carbenicillin-hydrolyzing class A beta-lactamase CARB-16	NA	NA
gCSD16_NYC_21	NA	NODE_2361_length_3875_cov_3.781152	2565	3383	-	blaOXA-506	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	273	273	100.00	100.00	273	WP_032007272.1	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-506	NA	NA
